ticket_id,message_id,created_at,sender,message,confidence,topic,status,channel_final
41,139,2026-03-30T04:11:46.786222,assistant,"El dashboard del estudiante muestra el avance general y suele reflejar el progreso acumulado por modulo. Si el porcentaje no coincide con lo que completaste, entra de nuevo al modulo y luego regresa al dashboard para forzar una actualización visual.",1.0,dashboard,open,
42,140,2026-03-30T04:15:54.497234,user,Como responder en el foro,,manual usuario tecnico estudiantes,open,
42,141,2026-03-30T04:15:54.497241,assistant,"El progreso puede verse desde el dashboard o dentro de cada modulo. Si completas una actividad pero el porcentaje no cambia de inmediato:

vuelve a entrar al modulo
regresa al dashboard
espera unos segundos si acabas de recuperar conexion

En modo offline algunos datos pueden quedar pendientes y mostrarse correctamente solo cuando el sistema logra sincronizar.",1.0,manual usuario tecnico estudiantes,open,
43,142,2026-03-30T04:22:08.022890,user,No puedo responder las preguntas en el foro,,dashboard,open,
43,143,2026-03-30T04:22:08.022896,assistant,"Si el dashboard muestra un avance incorrecto, primero verifica si el modulo o unidad sí quedaron completados en su vista interna. Si allí aparece bien pero el dashboard no, puede haber una demora de sincronización o refresco de estado.",1.0,dashboard,open,
43,144,2026-03-30T04:22:48.652977,user,Donde veo mi foro?,,dashboard,open,
43,145,2026-03-30T04:22:48.652983,assistant,"El dashboard del estudiante muestra el avance general y suele reflejar el progreso acumulado por modulo. Si el porcentaje no coincide con lo que completaste, entra de nuevo al modulo y luego regresa al dashboard para forzar una actualización visual.",1.0,dashboard,open,
44,146,2026-04-06T16:07:11.116914,user,como cambio la foto de perfil?,,perfil,open,
44,147,2026-04-06T16:07:11.116921,assistant,"Para cambiar la foto de perfil, entra a tu perfil de estudiante y busca la sección de datos personales o imagen de perfil. Si aparece el control para subir una imagen, selecciona el archivo y confirma el cambio. Si no ves la opción o la imagen no se actualiza, recarga la página y vuelve a intentarlo.",1.0,perfil,open,
9,148,2026-04-14T19:54:02.682259,user,Como puedo geenrar un plan de negocios?,,saludo,closed,ia
9,149,2026-04-14T19:54:02.682264,assistant,"Si en el Plan de Negocio las respuestas, puntos o porcentaje no se guardan correctamente, primero verifica la conexión o espera la sincronización si estabas offline. Si al regresar al dashboard o al módulo el estado sigue incorrecto, se debe reportar como incidencia técnica indicando el módulo y el paso donde ocurrió.",1.0,saludo,closed,ia
5,150,2026-04-14T19:56:08.242414,user,Como solucionar si la unidad se bloquea?,,manual usuario tecnico estudiantes,escalated_whatsapp,whatsapp
5,151,2026-04-14T19:56:08.242419,assistant,"Si una unidad no se desbloquea aunque la anterior ya este en 100 por ciento:

regresa a la presentacion del modulo
vuelve a entrar a la vista de unidades
confirma que no falte ningun paso final

Si el problema continua, reporta el modulo y la unidad que debia habilitarse.",1.0,manual usuario tecnico estudiantes,escalated_whatsapp,whatsapp
5,152,2026-04-14T19:56:44.765043,system,Caso escalado a WhatsApp para atención manual.,,manual usuario tecnico estudiantes,escalated_whatsapp,whatsapp
